Language,Key,Original Text (FR)
"tz-tfng","dashboardadmin.rpartition_des_utilisateurs","Répartition des utilisateurs"
"tz-tfng","dashboardadmin.activit_rcente","Activité récente"
"tz-tfng","dashboardadmin.gestion_des_utilisateurs","Gestion des utilisateurs"
"tz-tfng","dashboardadmin.liste_complte_des","Liste complète des utilisateurs ("
"tz-tfng","dashboardadmin.rsultats_1","résultats)"
"tz-tfng","dashboardadmin.inviter_utilisateur","Inviter un utilisateur"
"tz-tfng","dashboardadmin.placeholder_rechercher_par_nom","Rechercher par nom, email, entreprise..."
"tz-tfng","dashboardadmin.actions","Actions ("
"tz-tfng","dashboardadmin.valider_tous","Valider tous"
"tz-tfng","dashboardadmin.rejeter_tous","Rejeter tous"
"tz-tfng","dashboardadmin.supprimer","Supprimer"
"tz-tfng","dashboardadmin.exporter","Exporter"
"tz-tfng","dashboardadmin.suspendu","Suspendu"
"tz-tfng","dashboardadmin.inscrit","Inscrit le"
"tz-tfng","dashboardadmin.title_valider_1","Valider"
"tz-tfng","dashboardadmin.valider","Valider"
"tz-tfng","dashboardadmin.title_rejeter_1","Rejeter"
"tz-tfng","dashboardadmin.rejeter","Rejeter"
"tz-tfng","dashboardadmin.actions_1","Actions"
"tz-tfng","dashboardadmin.modifier","Modifier"
"tz-tfng","dashboardadmin.envoyer_notification","Envoyer notification"
"tz-tfng","dashboardadmin.suspendre","Suspendre"
"tz-tfng","dashboardadmin.ractiver","Réactiver"
"tz-tfng","dashboardadmin.rinitialiser_mdp","Réinitialiser MDP"
"tz-tfng","dashboardadmin.supprimer_1","Supprimer"
"tz-tfng","dashboardadmin.s","s)"
"tz-tfng","dashboardadmin.filtres_avancs","Filtres avancés"
"tz-tfng","dashboardadmin.type_duvre","Type d'œuvre"
"tz-tfng","dashboardadmin.placeholder_tous_les_types","Tous les types"
"tz-tfng","dashboardadmin.tous_les_types","Tous les types"
"tz-tfng","dashboardadmin.statut","Statut"
"tz-tfng","dashboardadmin.placeholder_tous_les_statuts","Tous les statuts"
"tz-tfng","dashboardadmin.tous_les_statuts","Tous les statuts"
"tz-tfng","dashboardadmin.attente","En attente"
"tz-tfng","dashboardadmin.valid","Validé"
"tz-tfng","dashboardadmin.rejet","Rejeté"
"tz-tfng","dashboardadmin.wilaya","Wilaya"
"tz-tfng","dashboardadmin.placeholder_toutes_les_wilayas","Toutes les wilayas"
"tz-tfng","dashboardadmin.toutes_les_wilayas","Toutes les wilayas"
"tz-tfng","dashboardadmin.prix_maximum","Prix maximum"
"tz-tfng","dashboardadmin.placeholder_prix_max","Prix max"
"tz-tfng","dashboardadmin.rinitialiser","Réinitialiser"
"tz-tfng","dashboardadmin.gestion_des_uvres","Gestion des œuvres"
"tz-tfng","dashboardadmin.liste_complte_des_1","Liste complète des œuvres ("
"tz-tfng","dashboardadmin.rsultats_2","résultats)"
"tz-tfng","dashboardadmin.ajouter_une_uvre","Ajouter une œuvre"
"tz-tfng","dashboardadmin.placeholder_rechercher_par_titre","Rechercher par titre, auteur, type..."
"tz-tfng","dashboardadmin.filtres","Filtres"
"tz-tfng","dashboardadmin.actions_2","Actions ("
"tz-tfng","dashboardadmin.valider_toutes","Valider toutes"
"tz-tfng","dashboardadmin.rejeter_toutes","Rejeter toutes"
"tz-tfng","dashboardadmin.exporter_1","Exporter"
"tz-tfng","dashboardadmin.par","Par"
"tz-tfng","dashboardadmin.vues","vues"
"tz-tfng","dashboardadmin.approuver","Approuver"
"tz-tfng","dashboardadmin.rejeter_1","Rejeter"
"tz-tfng","dashboardadmin.voir_dtails","Voir détails"
"tz-tfng","dashboardadmin.modifier_1","Modifier"
"tz-tfng","dashboardadmin.envoyer_notification_1","Envoyer notification"
"tz-tfng","dashboardadmin.mettre_avant","Mettre en avant"
"tz-tfng","dashboardadmin.supprimer_2","Supprimer"
"tz-tfng","dashboardadmin.filtres_avancs_1","Filtres avancés"
"tz-tfng","dashboardadmin.type_dvnement","Type d'événement"
"tz-tfng","dashboardadmin.placeholder_tous_les_types_1","Tous les types"
"tz-tfng","dashboardadmin.tous_les_types_1","Tous les types"
"tz-tfng","dashboardadmin.statut_1","Statut"
"tz-tfng","dashboardadmin.placeholder_tous_les_statuts_1","Tous les statuts"
"tz-tfng","dashboardadmin.tous_les_statuts_1","Tous les statuts"
"tz-tfng","dashboardadmin.venir","À venir"
"tz-tfng","dashboardadmin.cours","En cours"
"tz-tfng","dashboardadmin.termin","Terminé"
"tz-tfng","dashboardadmin.annul","Annulé"
"tz-tfng","dashboardadmin.wilaya_1","Wilaya"
"tz-tfng","dashboardadmin.placeholder_toutes_les_wilayas_1","Toutes les wilayas"
"tz-tfng","dashboardadmin.toutes_les_wilayas_1","Toutes les wilayas"
"tz-tfng","dashboardadmin.date_dbut","Date de début"
"tz-tfng","dashboardadmin.rinitialiser_1","Réinitialiser"
"tz-tfng","dashboardadmin.gestion_des_vnements","Gestion des événements"
"tz-tfng","dashboardadmin.liste_complte_des_2","Liste complète des événements ("
"tz-tfng","dashboardadmin.rsultats_3","résultats)"
"tz-tfng","dashboardadmin.ajouter_vnement","Ajouter un événement"
"tz-tfng","dashboardadmin.placeholder_rechercher_par_titre_1","Rechercher par titre, organisateur, lieu..."
"tz-tfng","dashboardadmin.filtres_1","Filtres"
"tz-tfng","dashboardadmin.exporter_2","Exporter"
"tz-tfng","dashboardadmin.organis_par","Organisé par"
"tz-tfng","dashboardadmin.participants","participants"
"tz-tfng","dashboardadmin.dmarrer","Démarrer"
"tz-tfng","dashboardadmin.annuler_1","Annuler"
"tz-tfng","dashboardadmin.terminer","Terminer"
"tz-tfng","dashboardadmin.voir_dtails_1","Voir détails"
"tz-tfng","dashboardadmin.modifier_2","Modifier"
"tz-tfng","dashboardadmin.envoyer_notification_2","Envoyer notification"
"tz-tfng","dashboardadmin.mettre_avant_1","Mettre en avant"
"tz-tfng","dashboardadmin.supprimer_3","Supprimer"
"tz-tfng","dashboardadmin.filtres_avancs_2","Filtres avancés"
"tz-tfng","dashboardadmin.type_patrimoine","Type de patrimoine"
"tz-tfng","dashboardadmin.placeholder_tous_les_types_2","Tous les types"
"tz-tfng","dashboardadmin.tous_les_types_2","Tous les types"
"tz-tfng","dashboardadmin.wilaya_2","Wilaya"
"tz-tfng","dashboardadmin.placeholder_toutes_les_wilayas_2","Toutes les wilayas"
"tz-tfng","dashboardadmin.toutes_les_wilayas_2","Toutes les wilayas"
"tz-tfng","dashboardadmin.classement","Classement"
"tz-tfng","dashboardadmin.placeholder_tous_les_classements","Tous les classements"
"tz-tfng","dashboardadmin.tous","Tous"
"tz-tfng","dashboardadmin.unesco","UNESCO"
"tz-tfng","dashboardadmin.national","National"
"tz-tfng","dashboardadmin.local","Local"
"tz-tfng","dashboardadmin.rinitialiser_2","Réinitialiser"
"tz-tfng","dashboardadmin.gestion_patrimoine","Gestion du patrimoine"
"tz-tfng","dashboardadmin.liste_des_sites","Liste des sites patrimoniaux ("
"tz-tfng","dashboardadmin.rsultats_4","résultats)"
"tz-tfng","dashboardadmin.ajouter_site","Ajouter un site"
"tz-tfng","dashboardadmin.placeholder_rechercher_par_nom_1","Rechercher par nom, wilaya, type..."
"tz-tfng","dashboardadmin.filtres_2","Filtres"
"tz-tfng","dashboardadmin.exporter_3","Exporter"
"tz-tfng","dashboardadmin.unesco_1","UNESCO"
"tz-tfng","dashboardadmin.visites","visites"
"tz-tfng","dashboardadmin.voir_dtails_2","Voir détails"
"tz-tfng","dashboardadmin.modifier_3","Modifier"
"tz-tfng","dashboardadmin.envoyer_notification_3","Envoyer notification"
"tz-tfng","dashboardadmin.mettre_avant_2","Mettre en avant"
"tz-tfng","dashboardadmin.supprimer_4","Supprimer"
"tz-tfng","dashboardadmin.filtres_avancs_3","Filtres avancés"
"tz-tfng","dashboardadmin.type_service","Type de service"
"tz-tfng","dashboardadmin.placeholder_tous_les_types_3","Tous les types"
"tz-tfng","dashboardadmin.tous_les_types_3","Tous les types"
"tz-tfng","dashboardadmin.statut_2","Statut"
"tz-tfng","dashboardadmin.placeholder_tous_les_statuts_2","Tous les statuts"
"tz-tfng","dashboardadmin.tous_1","Tous"
"tz-tfng","dashboardadmin.actif","Actif"
"tz-tfng","dashboardadmin.inactif","Inactif"
"tz-tfng","dashboardadmin.suspendu_1","Suspendu"
"tz-tfng","dashboardadmin.wilaya_3","Wilaya"
"tz-tfng","dashboardadmin.placeholder_toutes_les_wilayas_3","Toutes les wilayas"
"tz-tfng","dashboardadmin.toutes_les_wilayas_3","Toutes les wilayas"
"tz-tfng","dashboardadmin.prix_maximum_1","Prix maximum"
"tz-tfng","dashboardadmin.placeholder_prix_max_1","Prix max"
"tz-tfng","dashboardadmin.rinitialiser_3","Réinitialiser"
"tz-tfng","dashboardadmin.gestion_des_services","Gestion des services"
"tz-tfng","dashboardadmin.liste_des_services","Liste des services proposés ("
"tz-tfng","dashboardadmin.rsultats_5","résultats)"
"tz-tfng","dashboardadmin.ajouter_service","Ajouter un service"
"tz-tfng","dashboardadmin.placeholder_rechercher_par_titre_2","Rechercher par titre, prestataire, type..."
"tz-tfng","dashboardadmin.filtres_3","Filtres"
"tz-tfng","dashboardadmin.exporter_4","Exporter"
"tz-tfng","dashboardadmin.par_1","Par"
"tz-tfng","dashboardadmin.rservations","réservations"
"tz-tfng","dashboardadmin.suspendre_1","Suspendre"
"tz-tfng","dashboardadmin.ractiver_1","Réactiver"
"tz-tfng","dashboardadmin.voir_dtails_3","Voir détails"
"tz-tfng","dashboardadmin.modifier_4","Modifier"
"tz-tfng","dashboardadmin.envoyer_notification_4","Envoyer notification"
"tz-tfng","dashboardadmin.mettre_avant_3","Mettre en avant"
"tz-tfng","dashboardadmin.supprimer_5","Supprimer"
"tz-tfng","dashboardadmin.file_modration","File de modération"
"tz-tfng","dashboardadmin.grer_les_signalements","Gérer les signalements et contenus problématiques"
"tz-tfng","dashboardadmin.signal_par","Signalé par"
"tz-tfng","dashboardadmin.raison","Raison:"
"tz-tfng","dashboardadmin.approuver_1","Approuver"
"tz-tfng","dashboardadmin.supprimer_6","Supprimer"
"tz-tfng","dashboardadmin.avertir","Avertir"
"tz-tfng","dashboardadmin.aucun_signalement_attente_1","Aucun signalement en attente"
"tz-tfng","dashboardadmin.modifier_lutilisateur","Modifier l'utilisateur"
"tz-tfng","dashboardadmin.mettre_jour_les","Mettre à jour les informations de l'utilisateur"
"tz-tfng","dashboardadmin.nom","Nom"
"tz-tfng","dashboardadmin.prnom","Prénom"
"tz-tfng","dashboardadmin.email_1","Email"
"tz-tfng","dashboardadmin.tlphone","Téléphone"
"tz-tfng","dashboardadmin.type_dutilisateur","Type d'utilisateur"
"tz-tfng","dashboardadmin.visiteur","Visiteur"
"tz-tfng","dashboardadmin.artisan","Artisan"
"tz-tfng","dashboardadmin.guide","Guide"
"tz-tfng","dashboardadmin.organisateur","Organisateur"
"tz-tfng","dashboardadmin.statut_3","Statut"
"tz-tfng","dashboardadmin.actif_1","Actif"
"tz-tfng","dashboardadmin.inactif_1","Inactif"
"tz-tfng","dashboardadmin.suspendu_2","Suspendu"
"tz-tfng","dashboardadmin.entreprise","Entreprise"
"tz-tfng","dashboardadmin.biographie","Biographie"
"tz-tfng","dashboardadmin.annuler_2","Annuler"
"tz-tfng","dashboardadmin.enregistrer","Enregistrer"
"tz-tfng","dashboardadmin.suspendre_lutilisateur","Suspendre l'utilisateur"
"tz-tfng","dashboardadmin.suspendre_temporairement_compte","Suspendre temporairement le compte de"
"tz-tfng","dashboardadmin.dure_suspension_jours","Durée de suspension (jours)"
"tz-tfng","dashboardadmin.raison_suspension","Raison de la suspension *"
"tz-tfng","dashboardadmin.placeholder_indiquez_raison_cette","Indiquez la raison de cette suspension..."
"tz-tfng","dashboardadmin.annuler_3","Annuler"
"tz-tfng","dashboardadmin.suspendre_2","Suspendre"
"tz-tfng","artisanat.title_tissage_textile_traditionnel","Tissage et textile traditionnel"
"tz-tfng","artisanat.description_fouta_hak_tissus","Fouta, Haïk, tissus kabyles brodés à la main..."
"tz-tfng","artisanat.title_cramique_poterie_sud","Céramique et poterie du Sud"
"tz-tfng","artisanat.description_techniques_ancestrales_forme","Techniques ancestrales, formes géométriques uniques (ex. : Biskra, Ghardaïa)"
"tz-tfng","artisanat.title_peinture_calligraphie","Peinture et calligraphie"
"tz-tfng","artisanat.description_arabesque_art_contemporain","Arabesque, art contemporain amazigh..."
"tz-tfng","artisanat.artisanat_algrien","Artisanat algérien"
"tz-tfng","artisanat.dcouvrez_les_mtiers","Découvrez les métiers d'art qui font vibrer le patrimoine vivant de l'Algérie."
"tz-tfng","artisanat.explorer_cette_catgorie","Explorer cette catégorie"
"tz-tfng","artisanat.boutique_ligne","Boutique en ligne"
"tz-tfng","artisanat.bientt_disponible_achetez","Bientôt disponible : achetez directement auprès des artisans algériens 
              et soutenez le patrimoine vivant de notre pays."
"tz-tfng","artisanat.acheter_produit_local","Acheter un produit local (à venir)"
"tz-tfng","artisanat.tre_notifi_lancement","Être notifié du lancement"
"tz-tfng","apropos.title_transmission","Transmission"
"tz-tfng","apropos.description_prserver_transmettre_riche","Préserver et transmettre le riche patrimoine culturel algérien aux générations futures."
"tz-tfng","apropos.title_accessibilit","Accessibilité"
"tz-tfng","apropos.description_rendre_culture_accessible","Rendre la culture accessible à tous, sans barrières géographiques ou économiques."
"tz-tfng","apropos.title_visibilit_locale_internationale","Visibilité locale & internationale"
"tz-tfng","apropos.description_mettre_lumire_richesse","Mettre en lumière la richesse culturelle algérienne sur la scène mondiale."
"tz-tfng","apropos.propos_culture_algrie","À propos de Culture Algérie"
"tz-tfng","apropos.notre_mission","Notre Mission"
"tz-tfng","apropos.culture_algrie_est","Culture Algérie est une initiative indépendante portée par des passionnés 
                  de patrimoine, de littérature, de cinéma et d'art algérien."
"tz-tfng","apropos.notre_mission_mettre","Notre mission : mettre en lumière la richesse culturelle de notre pays, 
                  faciliter l'accès aux œuvres, relier les acteurs et favoriser la transmission 
                  aux jeunes générations."
"tz-tfng","apropos.nos_valeurs","Nos Valeurs"
"tz-tfng","apropos.nous_contacter","Nous Contacter"
"tz-tfng","apropos.prnom","Prénom"
"tz-tfng","apropos.placeholder_votre_prnom","Votre prénom"
"tz-tfng","apropos.nom","Nom"
"tz-tfng","apropos.placeholder_votre_nom","Votre nom"
"tz-tfng","apropos.email","Email"
"tz-tfng","apropos.placeholder_votreemailexemplecom","votre.email@exemple.com"
"tz-tfng","apropos.sujet","Sujet"
"tz-tfng","apropos.placeholder_objet_votre_message","Objet de votre message"
"tz-tfng","apropos.message","Message"
"tz-tfng","apropos.placeholder_votre_message","Votre message..."
"tz-tfng","apropos.envoyer_message","Envoyer le message"
"tz-tfng","apropos.contact_direct","Contact direct"
"tz-tfng","apropos.pour_toute_question","Pour toute question ou collaboration :"
"tz-tfng","apropos.contactculturealgeriedz","contact@culturealgerie.dz"
"tz-tfng","ajouteroeuvre.chargement_des_catgories","Chargement des catégories..."
"tz-tfng","ajouteroeuvre.catgories","Catégories"
"tz-tfng","ajouteroeuvre.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"tz-tfng","ajouteroeuvre.catgories_1","Catégories"
"tz-tfng","ajouteroeuvre.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"tz-tfng","ajouteroeuvre.mode_ddition","Mode d'édition"
"tz-tfng","ajouteroeuvre.choisissez_comment_crer","Choisissez comment créer votre article"
"tz-tfng","ajouteroeuvre.formulaire_classique","Formulaire classique"
"tz-tfng","ajouteroeuvre.simple_rapide_pour","Simple et rapide pour les articles courts"
"tz-tfng","ajouteroeuvre.diteur_avanc","Éditeur avancé"
"tz-tfng","ajouteroeuvre.mise_page_riche","Mise en page riche avec blocs modulaires"
"tz-tfng","ajouteroeuvre.lditeur_avanc_vous","L'éditeur avancé vous permet de créer des articles structurés avec :"
"tz-tfng","ajouteroeuvre.titres_soustitres_hirarchiss","Titres et sous-titres hiérarchisés"
"tz-tfng","ajouteroeuvre.images_avec_lgendes","Images avec légendes et différents layouts"
"tz-tfng","ajouteroeuvre.citations_mises_forme","Citations mises en forme"
"tz-tfng","ajouteroeuvre.listes_tableaux","Listes et tableaux"
"tz-tfng","ajouteroeuvre.blocs_code_pour","Blocs de code pour les articles techniques"
"tz-tfng","ajouteroeuvre.isbn","ISBN"
"tz-tfng","ajouteroeuvre.nombre_pages","Nombre de pages"
"tz-tfng","ajouteroeuvre.placeholder_250","Ex: 250"
"tz-tfng","ajouteroeuvre.dure_minutes","Durée (minutes)"
"tz-tfng","ajouteroeuvre.placeholder_120","Ex: 120"
"tz-tfng","ajouteroeuvre.ralisateur","Réalisateur"
"tz-tfng","ajouteroeuvre.placeholder_nom_ralisateur","Nom du réalisateur"
"tz-tfng","ajouteroeuvre.dure_totale","Durée totale"
"tz-tfng","ajouteroeuvre.placeholder_4530","Ex: 45:30"
"tz-tfng","ajouteroeuvre.label_maison_production","Label / Maison de production"
"tz-tfng","ajouteroeuvre.placeholder_nom_label","Nom du label"
"tz-tfng","ajouteroeuvre.auteur","Auteur"
"tz-tfng","ajouteroeuvre.placeholder_nom_lauteur","Nom de l'auteur"
"tz-tfng","ajouteroeuvre.source_publication","Source / Publication"
"tz-tfng","ajouteroeuvre.placeholder_watan_monde","Ex: El Watan, Le Monde"
"tz-tfng","ajouteroeuvre.rsum_larticle","Résumé de l'article"
"tz-tfng","ajouteroeuvre.placeholder_rsum_chapeau_larticle","Résumé ou chapeau de l'article..."
"tz-tfng","ajouteroeuvre.url_larticle_optionnel","URL de l'article (optionnel)"
"tz-tfng","ajouteroeuvre.journal_revue","Journal / Revue"
"tz-tfng","ajouteroeuvre.placeholder_nom_journal_scientifique","Nom du journal scientifique"
"tz-tfng","ajouteroeuvre.doi","DOI"
"tz-tfng","ajouteroeuvre.placeholder_101234example","10.1234/example"
"tz-tfng","ajouteroeuvre.volume","Volume"
"tz-tfng","ajouteroeuvre.placeholder_ex_12","Ex: 12"
"tz-tfng","ajouteroeuvre.numro","Numéro"
"tz-tfng","ajouteroeuvre.placeholder_ex_3","Ex: 3"
"tz-tfng","ajouteroeuvre.pages","Pages"
"tz-tfng","ajouteroeuvre.placeholder_123145","Ex: 123-145"
"tz-tfng","ajouteroeuvre.article_valu_par","Article évalué par des pairs"
"tz-tfng","ajouteroeuvre.matriau_principal","Matériau principal"
"tz-tfng","ajouteroeuvre.placeholder_slectionnez_matriau","Sélectionnez un matériau"
"tz-tfng","ajouteroeuvre.aucun_matriau_disponible","Aucun matériau disponible"
"tz-tfng","ajouteroeuvre.technique_utilise","Technique utilisée"
"tz-tfng","ajouteroeuvre.placeholder_slectionnez_une_technique","Sélectionnez une technique"
"tz-tfng","ajouteroeuvre.aucune_technique_disponible","Aucune technique disponible"
"tz-tfng","ajouteroeuvre.dimensions","Dimensions (cm)"
"tz-tfng","ajouteroeuvre.placeholder_30x20x15","Ex: 30x20x15"
"tz-tfng","ajouteroeuvre.poids","Poids (kg)"
"tz-tfng","ajouteroeuvre.placeholder_ex_1_5","Ex: 1.5"
"tz-tfng","ajouteroeuvre.technique_artistique","Technique artistique"
"tz-tfng","ajouteroeuvre.placeholder_huile_sur_toile","Ex: Huile sur toile, Aquarelle"
"tz-tfng","ajouteroeuvre.dimensions_1","Dimensions (cm)"
"tz-tfng","ajouteroeuvre.placeholder_100x80","Ex: 100x80"
"tz-tfng","ajouteroeuvre.support","Support"
"tz-tfng","ajouteroeuvre.placeholder_toile_papier_bois","Ex: Toile, Papier, Bois"
"tz-tfng","ajouteroeuvre.chargement_des_donnes","Chargement des données..."
"tz-tfng","ajouteroeuvre.ressayer","Réessayer"
"tz-tfng","ajouteroeuvre.retour","Retour"
"tz-tfng","ajouteroeuvre.ajouter_une_uvre","Ajouter une œuvre"
"tz-tfng","ajouteroeuvre.partagez_votre_cration","Partagez votre création avec la communauté"
"tz-tfng","ajouteroeuvre.connect_tant_que","Connecté en tant que"
"tz-tfng","ajouteroeuvre.vous_devez_tre","Vous devez être connecté pour ajouter une œuvre."
"tz-tfng","ajouteroeuvre.connecter","Se connecter"
"tz-tfng","ajouteroeuvre.type_duvre","Type d'œuvre"
"tz-tfng","ajouteroeuvre.informations_gnrales","Informations générales"
"tz-tfng","ajouteroeuvre.titre_luvre","Titre de l'œuvre *"
"tz-tfng","ajouteroeuvre.placeholder_lart_calligraphie_maghrebine","Ex: L'art de la calligraphie maghrebine"
"tz-tfng","ajouteroeuvre.langue","Langue *"
"tz-tfng","ajouteroeuvre.franais","Français"
"tz-tfng","ajouteroeuvre.anne_cration","Année de création"
"tz-tfng","ajouteroeuvre.prix","Prix (en DA)"
"tz-tfng","ajouteroeuvre.placeholder_1200","Ex: 1200"
"tz-tfng","ajouteroeuvre.description","Description *"
"tz-tfng","ajouteroeuvre.placeholder_dcrivez_votre_uvre","Décrivez votre œuvre, son contexte, ses influences..."
"tz-tfng","ajouteroeuvre.informations_spcifiques","Informations spécifiques -"
"tz-tfng","ajouteroeuvre.tags","Tags"
"tz-tfng","ajouteroeuvre.placeholder_ajouter_tag","Ajouter un tag..."
"tz-tfng","ajouteroeuvre.tags_suggrs","Tags suggérés :"
"tz-tfng","ajouteroeuvre.fichiers_mdias","Fichiers et médias"
"tz-tfng","ajouteroeuvre.premire_image_ajoute","La première image ajoutée sera automatiquement l'image principale. 
                          Cliquez sur une autre image pour la définir comme principale."
"tz-tfng","ajouteroeuvre.mdias_ajouts","Médias ajoutés"
"tz-tfng","ajouteroeuvre.dfinir_comme_principale","Définir comme principale"
"tz-tfng","ajouteroeuvre.mb","MB"
"tz-tfng","ajouteroeuvre.ajouter_des_mdias","Ajouter des médias"
"tz-tfng","ajouteroeuvre.glissezdposez_vos_fichiers","Glissez-déposez vos fichiers ou cliquez pour sélectionner"
"tz-tfng","ajouteroeuvre.images_vidos_audio","Images, vidéos, audio ou documents (max 100MB par fichier)"
"tz-tfng","ajouteroeuvre.choisir_des_fichiers","Choisir des fichiers"
"tz-tfng","ajouteroeuvre.sauvegarder_comme_brouillon","Sauvegarder comme brouillon"
"tz-tfng","ajouteroeuvre.publier_luvre","Publier l'œuvre"
"tz-tfng","common_patrimoinesection.description_citadelle_historique_classe","Citadelle historique classée au patrimoine mondial de l'UNESCO"
"tz-tfng","common_patrimoinesection.description_art_rupestre_prhistorique","Art rupestre préhistorique dans un paysage lunaire unique"
"tz-tfng","common_patrimoinesection.description_architecture_mozabite_tradit","Architecture mozabite traditionnelle et mode de vie ancestral"
"tz-tfng","common_patrimoinesection.patrimoine_culturel","Patrimoine culturel"
"tz-tfng","common_patrimoinesection.explorez_les_trsors","Explorez les trésors architecturaux et naturels qui témoignent 
            de la richesse millénaire de l'Algérie"
"tz-tfng","common_patrimoinesection.carte_interactive_patrimoine","Carte interactive du patrimoine"
"tz-tfng","common_patrimoinesection.explorez_plus_sites","Explorez plus de 50 sites culturels à travers l'Algérie"
"tz-tfng","common_patrimoinesection.ouvrir_carte","Ouvrir la carte"
"tz-tfng","common_patrimoinesection.unesco","UNESCO"
"tz-tfng","common_patrimoinesection.dcouvrir","Découvrir"
"tz-tfng","common_patrimoinesection.voir_tous_les","Voir tous les sites patrimoniaux"
"tz-tfng","common_oeuvressection.title_ltranger","L'Étranger"
"tz-tfng","common_oeuvressection.description_chefduvre_littrature_existen","Chef-d'œuvre de la littérature existentialiste par l'auteur franco-algérien"
"tz-tfng","common_oeuvressection.title_bataille_dalger","La Bataille d'Alger"
"tz-tfng","common_oeuvressection.description_film_emblmatique_sur","Film emblématique sur la guerre d'indépendance algérienne"
"tz-tfng","common_oeuvressection.title_calligraphie_maghrbine_contemporai","Calligraphie Maghrébine Contemporaine"
"tz-tfng","common_oeuvressection.description_uvres_calligraphiques_mlant","Œuvres calligraphiques mêlant tradition arabe et modernité"
"tz-tfng","common_oeuvressection.bibliothque_numrique","Bibliothèque numérique"
"tz-tfng","common_oeuvressection.dcouvrez_tlchargez_les","Découvrez et téléchargez les œuvres littéraires, cinématographiques 
            et artistiques qui enrichissent le patrimoine culturel algérien"
"tz-tfng","common_oeuvressection.par","par"
"tz-tfng","common_oeuvressection.avis","avis)"
"tz-tfng","common_oeuvressection.tlchargements","téléchargements"
"tz-tfng","common_oeuvressection.aperu_disponible","Aperçu disponible"
"tz-tfng","common_oeuvressection.aperu","Aperçu"
"tz-tfng","common_oeuvressection.acheter","Acheter"
"tz-tfng","common_oeuvressection.explorer_toute_bibliothque","Explorer toute la bibliothèque"
"tz-tfng","common_notificationbell.aria-label_notifications","Notifications"
"tz-tfng","common_notificationbell.notifications","Notifications"
"tz-tfng","common_notificationbell.toutes","Toutes"
"tz-tfng","common_notificationbell.non_lues","Non lues"
"tz-tfng","common_notificationbell.title_tout_marquer_comme","Tout marquer comme lu"
"tz-tfng","common_notificationbell.nouvelle","nouvelle"
"tz-tfng","common_notificationbell.aucune_nouvelle_notification","Aucune nouvelle notification"
"tz-tfng","common_notificationbell.chargement","Chargement..."
"tz-tfng","common_notificationbell.aucune_notification","Aucune notification"
"tz-tfng","common_notificationbell.title_marquer_comme","Marquer comme lu"
"tz-tfng","common_notificationbell.title_supprimer","Supprimer"
"tz-tfng","common_notificationbell.voir_plus","Voir plus →"
"tz-tfng","common_notificationbell.voir_toutes_les","Voir toutes les notifications"
"tz-tfng","common_notificationbell.prfrences","Préférences"
"tz-tfng","common_evenementssection.title_festival_international_musique","Festival International de Musique Andalouse"
"tz-tfng","common_evenementssection.description_clbration_lhritage_musical","Célébration de l'héritage musical andalou avec des artistes internationaux"
"tz-tfng","common_evenementssection.title_exposition_dart_contemporain","Exposition d'Art Contemporain Maghrébin"
"tz-tfng","common_evenementssection.description_dcouverte_des_uvres","Découverte des œuvres d'artistes contemporains du Maghreb"
"tz-tfng","common_evenementssection.title_journes_patrimoine_amazigh","Journées du Patrimoine Amazigh"
"tz-tfng","common_evenementssection.description_immersion_dans_culture","Immersion dans la culture amazighe : langue, artisanat et traditions"
"tz-tfng","common_evenementssection.vnements_culturels","Événements culturels"
"tz-tfng","common_evenementssection.participez_aux_festivals","Participez aux festivals, expositions et célébrations qui animent 
            la scène culturelle algérienne"
"tz-tfng","common_evenementssection.sinscrire_lvnement","S'inscrire à l'événement"
"tz-tfng","common_evenementssection.voir_tous_les","Voir tous les événements"
"tz-tfng","common_connectionstatus.connect","Connecté"
"tz-tfng","common_connectionstatus.connect_1","Connecté"
"tz-tfng","common_connectionstatus.connexion","Connexion..."
"tz-tfng","common_connectionstatus.dconnect","Déconnecté"
"tz-tfng","common_connectionstatus.erreur","Erreur:"
"tz-tfng","common_connectionstatus.tentatives_reconnexion","Tentatives de reconnexion:"
"tz-tfng","common_connectionstatus.mode_dgrad_polling","Mode dégradé (polling)"
"tz-tfng","common_connectionstatus.id","ID:"
"tz-tfng","common_connectionstatus.connexion_1","Connexion..."
"tz-tfng","common_connectionstatus.mode_hors_ligne","Mode hors ligne"
"tz-tfng","common_categoriesection.chargement_des_catgories","Chargement des catégories..."
"tz-tfng","common_categoriesection.catgories","Catégories"
"tz-tfng","common_categoriesection.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"tz-tfng","common_categoriesection.catgories_1","Catégories"
"tz-tfng","common_categoriesection.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"tz-tfng","common_cartepatrimoine.description_citadelle_historique_inscrit","Citadelle historique inscrite au patrimoine mondial de l'UNESCO depuis 1992"
"tz-tfng","common_cartepatrimoine.description_plateau_montagneux_avec","Plateau montagneux avec art rupestre préhistorique, patrimoine mondial UNESCO"
"tz-tfng","common_cartepatrimoine.description_ensemble_architectural_mozab","Ensemble architectural mozabite unique au monde, patrimoine UNESCO depuis 1982"
